estimate_year,index,DC_001,MD_009,MD_017,MD_021,MD_031,MD_033,VA_013,VA_043,VA_047,VA_059,VA_061,VA_107,VA_153,VA_157,VA_177,VA_179,VA_187,VA_510,VA_600,VA_610,VA_630,VA_683,VA_685,WV_037
2009-2013,B25077_1_median_value_(dollars),445200,357000,297900,307000,446300,269800,584600,342500,250600,476600,350600,437700,321400,394800,249100,299300,219000,476700,456700,660900,314300,245000,213300,214400
2009-2013,B25034_1_total,298327,33996,55645,90910,377824,328432,106740,6246,17773,408180,25738,112504,139258,3884,45369,44550,16002,72799,8714,5473,10888,13177,4884,22146
2009-2013,B25034_2_built_2010_or_later,1821,195,833,806,1870,1438,1259,20,69,2019,167,2746,1622,38,351,560,129,256,25,15,290,84,0,32
2009-2013,B25034_3_built_2000_to_2009,24702,6206,12067,17258,43376,36042,16900,1096,4781,49592,4791,43825,42600,315,11466,12989,2640,8122,751,839,1631,1008,1311,5070
2009-2013,B25034_4_built_1990_to_1999,8995,9152,11452,19870,46808,43483,9770,804,3196,62709,3853,31452,24407,698,13360,11459,2437,8128,915,271,746,2188,1064,3821
2009-2013,B25034_5_built_1980_to_1989,12740,7718,10950,15705,81548,44405,12016,809,2409,95920,6215,14492,28654,701,9873,8609,2542,7063,606,235,1047,5326,549,3868
2009-2013,B25034_6_built_1970_to_1979,22412,5183,9325,12907,62687,52814,11388,1005,2412,85041,4259,8666,22836,376,5703,5813,2724,13003,1192,876,2376,1965,389,3632
2009-2013,B25034_7_built_1960_to_1969,36805,1609,5075,6166,56615,69790,12425,530,1433,57841,1514,4282,11597,412,1751,2167,1494,13027,2273,1031,1641,1662,502,1612
2009-2013,B25034_8_built_1950_to_1959,42685,1301,2306,4785,47725,45252,16769,537,1382,39691,1510,1914,4211,226,1354,1408,1554,8860,2359,1069,935,419,1057,1123
2009-2013,B25034_9_built_1940_to_1949,43234,1087,1489,2390,19751,19756,16609,397,564,10183,408,938,1399,217,640,709,970,8048,370,702,575,176,0,622
2009-2013,B25034_10_built_1939_or_earlier,104933,1545,2148,11023,17444,15452,9604,1048,1527,5184,3021,4189,1932,901,871,836,1512,6292,223,435,1647,349,12,2366
2009-2013,B25127_1_total,263649,30923,51247,86337,360563,303441,94454,5580,16039,389908,23130,106997,132442,3261,41709,42178,14387,65369,8492,5020,9779,12072,4435,19889
2009-2013,B25127_2_owner_occupied,111070,25158,40672,65037,242592,189759,42654,4447,11711,269167,18530,83100,95506,2553,32318,32435,10436,28337,5812,2981,3721,7865,2825,14943
2009-2013,B25127_3_built_2000_or_later,8637,4706,9496,13452,25307,24342,4894,1031,3848,28630,4287,36465,32354,293,8731,10034,2123,2865,657,428,1000,568,488,3935
2009-2013,"B25127_4_1,_detached__or_attached",2403,4600,9290,12674,19603,22814,1915,979,3804,24015,4135,34783,31023,293,8410,9888,2098,1503,541,205,936,469,375,3748
2009-2013,B25127_5_2_to_4,265,20,60,23,206,46,13,0,0,221,2,74,236,0,32,31,0,18,0,0,0,0,7,0
2009-2013,B25127_6_5_to_19,682,36,92,497,1514,484,222,41,0,777,34,752,398,0,0,19,0,115,11,17,0,47,59,0
2009-2013,B25127_7_20_to_49,1168,19,0,21,973,533,148,0,0,686,0,289,279,0,0,0,0,258,0,0,42,0,41,0
2009-2013,B25127_8_50_or_more,4119,22,0,182,2992,270,2596,0,0,2569,0,508,136,0,0,0,0,971,105,206,22,0,0,0
2009-2013,"B25127_9_mobile_home,_boat,_rv,_van,_etc.",0,9,54,55,19,195,0,11,44,362,116,59,282,0,289,96,25,0,0,0,0,52,6,187
2009-2013,B25127_10_built_1980_to_1999,5817,12961,16893,26240,85838,57476,7342,1168,3752,108790,7644,34286,35388,986,16456,14717,3658,5948,870,272,294,4560,988,5639
2009-2013,"B25127_11_1,_detached__or_attached",3256,12748,16577,24513,75199,54180,3738,1168,3634,96330,7358,32051,33553,986,15561,14211,3503,3686,781,259,289,4147,960,5220
2009-2013,B25127_12_2_to_4,290,26,15,115,586,316,60,0,0,1093,30,260,213,0,11,16,0,79,10,0,0,42,0,28
2009-2013,B25127_13_5_to_19,402,51,26,1184,5696,1818,535,0,0,6225,63,1367,1169,0,10,116,0,517,29,13,5,289,8,0
2009-2013,B25127_14_20_to_49,425,12,0,114,904,288,432,0,0,1335,0,141,18,0,0,0,0,380,8,0,0,13,0,0
2009-2013,B25127_15_50_or_more,1399,11,11,110,3316,182,2519,0,0,3158,0,312,68,0,46,0,11,1276,0,0,0,0,20,0
2009-2013,"B25127_16_mobile_home,_boat,_rv,_van,_etc.",45,113,264,204,137,692,58,0,118,649,193,155,367,0,828,374,144,10,42,0,0,69,0,391
2009-2013,B25127_17_built_1960_to_1979,12405,5187,10302,14075,71860,59960,6985,1062,2671,92963,4087,8523,23019,505,5296,5574,2544,7382,2016,624,911,2169,548,3300
2009-2013,"B25127_18_1,_detached__or_attached",5619,5129,10085,13739,61584,55339,4218,1055,2557,84120,4012,8213,22190,491,4912,5328,2464,3415,1799,463,908,2057,529,2917
2009-2013,B25127_19_2_to_4,575,0,0,17,453,287,63,7,0,640,6,88,16,0,0,28,0,130,0,0,0,14,14,50
2009-2013,B25127_20_5_to_19,1034,13,9,92,3763,2923,348,0,0,4518,17,142,445,0,58,12,0,699,146,16,0,11,5,0
2009-2013,B25127_21_20_to_49,804,0,0,12,1122,224,291,0,0,692,0,41,50,0,0,0,0,184,8,13,0,0,0,0
2009-2013,B25127_22_50_or_more,4373,0,0,31,4779,860,2034,0,0,2686,0,0,33,0,0,0,0,2954,63,132,0,0,0,0
2009-2013,"B25127_23_mobile_home,_boat,_rv,_van,_etc.",0,45,208,184,159,327,31,0,114,307,52,39,285,14,326,206,80,0,0,0,3,87,0,333
2009-2013,B25127_24_built_1940_to_1959,28778,1393,2853,4697,46975,38686,16867,654,804,35447,1180,1644,3481,213,1221,1487,1346,8114,2081,1315,724,350,789,875
2009-2013,"B25127_25_1,_detached__or_attached",22011,1393,2799,4697,45398,37678,13836,654,761,34150,1170,1603,3410,213,1210,1487,1313,6462,2065,1307,715,339,771,875
2009-2013,B25127_26_2_to_4,921,0,28,0,206,158,855,0,0,170,0,9,6,0,0,0,33,420,0,0,0,11,0,0
2009-2013,B25127_27_5_to_19,1747,0,0,0,561,564,1125,0,0,810,10,25,65,0,11,0,0,971,16,8,9,0,0,0
2009-2013,B25127_28_20_to_49,1197,0,11,0,174,124,341,0,0,45,0,0,0,0,0,0,0,44,0,0,0,0,0,0
2009-2013,B25127_29_50_or_more,2894,0,0,0,598,112,689,0,0,186,0,7,0,0,0,0,0,217,0,0,0,0,18,0
2009-2013,"B25127_30_mobile_home,_boat,_rv,_van,_etc.",8,0,15,0,38,50,21,0,43,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2013,B25127_31_built_1939_or_earlier,55433,911,1128,6573,12612,9295,6566,532,636,3337,1332,2182,1264,556,614,623,765,4028,188,342,792,218,12,1194
2009-2013,"B25127_32_1,_detached__or_attached",44715,906,1128,6460,12350,9103,6330,532,636,3253,1314,2182,1246,556,614,609,765,3865,188,342,785,218,12,1176
2009-2013,B25127_33_2_to_4,2350,0,0,76,136,69,103,0,0,41,18,0,5,0,0,14,0,71,0,0,0,0,0,18
2009-2013,B25127_34_5_to_19,2304,0,0,19,70,58,73,0,0,30,0,0,13,0,0,0,0,46,0,0,0,0,0,0
2009-2013,B25127_35_20_to_49,3123,0,0,5,23,65,22,0,0,13,0,0,0,0,0,0,0,9,0,0,7,0,0,0
2009-2013,B25127_36_50_or_more,2941,0,0,6,18,0,38,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0
2009-2013,"B25127_37_mobile_home,_boat,_rv,_van,_etc.",0,5,0,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2013,B25127_38_renter_occupied,152579,5765,10575,21300,117971,113682,51800,1133,4328,120741,4600,23897,36936,708,9391,9743,3951,37032,2680,2039,6058,4207,1610,4946
2009-2013,B25127_39_built_2000_or_later,14568,1022,2148,3768,17162,10874,9534,66,646,20211,473,8196,9675,29,2246,2948,367,4452,119,291,799,402,629,782
2009-2013,"B25127_40_1,_detached__or_attached",1851,759,807,1240,2587,2205,529,66,355,5586,240,3267,5620,29,1422,1629,354,547,79,10,316,78,107,545
2009-2013,B25127_41_2_to_4,820,20,71,135,312,466,76,0,89,378,44,237,435,0,36,103,7,159,20,0,0,0,0,30
2009-2013,B25127_42_5_to_19,1735,37,386,1506,3330,3039,638,0,163,4554,27,2767,2380,0,299,668,6,474,20,0,247,173,40,106
2009-2013,B25127_43_20_to_49,1257,84,404,301,1788,584,654,0,27,1971,14,716,505,0,246,173,0,204,0,22,101,67,100,0
2009-2013,B25127_44_50_or_more,8888,122,472,525,9124,4532,7637,0,0,7530,85,1160,686,0,116,299,0,3062,0,259,135,84,382,0
2009-2013,"B25127_45_mobile_home,_boat,_rv,_van,_etc.",17,0,8,61,21,48,0,0,12,192,63,49,49,0,127,76,0,6,0,0,0,0,0,101
2009-2013,B25127_46_built_1980_to_1999,12954,2827,4147,7836,37444,25052,11941,303,1441,43267,1446,9949,14880,170,4687,4290,971,7969,616,189,1292,2293,515,1635
2009-2013,"B25127_47_1,_detached__or_attached",1456,1563,2583,3265,10069,7590,1077,208,724,15272,928,3868,6836,153,2695,2464,628,1561,206,34,215,1020,431,729
2009-2013,B25127_48_2_to_4,1311,347,502,226,1151,959,265,0,63,1488,106,417,535,0,133,110,19,331,40,8,17,50,9,186
2009-2013,B25127_49_5_to_19,3748,455,620,3365,15183,11300,1749,0,453,16101,194,4125,6089,0,735,1168,181,2160,248,46,759,999,46,438
2009-2013,B25127_50_20_to_49,1232,104,130,384,2249,1121,668,0,99,4099,88,808,503,0,267,236,39,821,25,35,92,41,29,24
2009-2013,B25127_51_50_or_more,5176,235,253,537,8699,4045,8120,86,31,6075,99,667,847,0,429,129,11,3027,79,66,172,159,0,102
2009-2013,"B25127_52_mobile_home,_boat,_rv,_van,_etc.",31,123,59,59,93,37,62,9,71,232,31,64,70,17,428,183,93,69,18,0,37,24,0,156
2009-2013,B25127_53_built_1960_to_1979,39881,972,3076,4184,41738,52256,14519,284,1009,43337,1196,3664,10005,165,1668,1820,1063,15788,1350,1075,2658,1212,255,1391
2009-2013,"B25127_54_1,_detached__or_attached",2598,676,1711,2095,8058,8895,1224,200,602,13899,837,2198,5368,155,949,1379,597,1383,432,105,435,604,255,744
2009-2013,B25127_55_2_to_4,4680,142,299,395,1416,2541,1062,0,176,1231,161,166,356,0,88,93,79,603,27,18,228,115,0,153
2009-2013,B25127_56_5_to_19,13219,12,436,1273,16333,32671,2735,84,142,17858,99,1033,3246,10,91,115,271,6350,763,203,1266,355,0,268
2009-2013,B25127_57_20_to_49,3382,34,310,148,1918,2014,1086,0,0,2298,29,62,505,0,115,123,13,1116,58,61,409,78,0,87
2009-2013,B25127_58_50_or_more,15956,8,117,202,13984,6069,8308,0,0,7928,30,171,418,0,195,6,0,6330,70,688,320,60,0,30
2009-2013,"B25127_59_mobile_home,_boat,_rv,_van,_etc.",46,100,203,71,29,66,104,0,89,123,40,34,112,0,230,104,103,6,0,0,0,0,0,109
2009-2013,B25127_60_built_1940_to_1959,44591,552,619,2157,17600,20794,13003,160,665,12219,539,980,1851,136,676,544,926,7053,576,391,572,209,211,580
2009-2013,"B25127_61_1,_detached__or_attached",6767,496,476,1320,6777,6527,3213,147,379,5761,430,594,989,121,542,456,590,1896,346,244,268,170,195,384
2009-2013,B25127_62_2_to_4,7398,0,34,397,1174,1527,1531,13,98,805,25,73,230,15,47,88,241,615,31,58,92,0,0,129
2009-2013,B25127_63_5_to_19,12278,5,79,398,4477,10708,4056,0,64,3650,77,187,446,0,69,0,95,2580,199,42,122,39,16,21
2009-2013,B25127_64_20_to_49,5141,0,4,21,1078,702,1408,0,83,939,0,60,136,0,0,0,0,371,0,0,43,0,0,0
2009-2013,B25127_65_50_or_more,13007,51,26,21,4043,1321,2783,0,29,1014,7,66,50,0,18,0,0,1591,0,47,47,0,0,10
2009-2013,"B25127_66_mobile_home,_boat,_rv,_van,_etc.",0,0,0,0,51,9,12,0,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,36
2009-2013,B25127_67_built_1939_or_earlier,40585,392,585,3355,4027,4706,2803,320,567,1707,946,1108,525,208,114,141,624,1770,19,93,737,91,0,558
2009-2013,"B25127_68_1,_detached__or_attached",11461,271,355,1940,2000,2020,1102,265,436,976,609,968,303,190,114,141,217,842,3,51,337,37,0,412
2009-2013,B25127_69_2_to_4,7712,98,45,982,536,499,608,19,43,259,232,93,75,11,0,0,277,438,16,10,223,0,0,107
2009-2013,B25127_70_5_to_19,6820,23,65,326,930,1681,543,36,88,233,90,2,99,7,0,0,130,296,0,32,99,50,0,19
2009-2013,B25127_71_20_to_49,5474,0,65,58,93,110,306,0,0,82,0,10,44,0,0,0,0,26,0,0,63,0,0,20
2009-2013,B25127_72_50_or_more,9044,0,0,49,455,389,240,0,0,152,15,23,4,0,0,0,0,143,0,0,15,4,0,0
2009-2013,"B25127_73_mobile_home,_boat,_rv,_van,_etc.",74,0,55,0,13,7,4,0,0,5,0,12,0,0,0,0,0,25,0,0,0,0,0,0
2009-2013,B11003_1_total,112278,23573,37777,62940,248311,200498,43512,4098,11959,277250,17205,83146,103008,2126,32962,34311,10147,30863,5768,3092,5170,9054,3331,14034
2009-2013,B11003_2_married-couple_family,60581,18607,27324,50515,193171,117539,34726,3466,9337,226627,14361,69998,79859,1844,25640,27934,7663,23334,4645,2504,3186,6473,2504,11162
2009-2013,B11003_3_with_own_children_under_18_years,21966,8402,12234,23259,91782,50816,14470,1141,3829,111053,5744,42222,43732,577,11571,13617,3108,8964,1908,1327,1419,3250,1275,4206
2009-2013,B11003_4_under_6_years_only,9644,1257,1836,4911,23291,10719,5746,293,496,29755,805,11481,10195,109,1877,2500,675,4048,467,387,515,692,254,842
2009-2013,B11003_5_under_6_years_and_6_to_17_years,3715,1200,2634,4470,17306,11212,2528,149,899,20570,1231,8287,10645,159,2653,2750,880,1637,343,176,367,828,345,1141
2009-2013,B11003_6_6_to_17_years_only,8607,5945,7764,13878,51185,28885,6196,699,2434,60728,3708,22454,22892,309,7041,8367,1553,3279,1098,764,537,1730,676,2223
2009-2013,B11003_7_no_own_children_under_18_years,38615,10205,15090,27256,101389,66723,20256,2325,5508,115574,8617,27776,36127,1267,14069,14317,4555,14370,2737,1177,1767,3223,1229,6956
2009-2013,B11003_8_other_family,51697,4966,10453,12425,55140,82959,8786,632,2622,50623,2844,13148,23149,282,7322,6377,2484,7529,1123,588,1984,2581,827,2872
2009-2013,"B11003_9_male_householder,_no_wife_present",9784,1468,2625,3792,14734,20331,3021,139,861,15096,898,3855,7031,154,1874,1795,772,2335,336,104,357,811,160,843
2009-2013,B11003_10_with_own_children_under_18_years,4301,575,1303,1986,6654,9228,909,67,517,5983,438,2091,4035,91,1108,983,317,1038,156,101,135,493,88,436
2009-2013,B11003_11_under_6_years_only,1248,167,294,527,2037,2952,272,0,117,1504,64,244,1321,34,348,282,95,535,36,8,96,170,42,133
2009-2013,B11003_12_under_6_years_and_6_to_17_years,377,39,255,249,1173,1562,94,0,131,866,139,363,614,4,55,198,29,16,49,0,0,56,0,71
2009-2013,B11003_13_6_to_17_years_only,2676,369,754,1210,3444,4714,543,67,269,3613,235,1484,2100,53,705,503,193,487,71,93,39,267,46,232
2009-2013,B11003_14_no_own_children_under_18_years,5483,893,1322,1806,8080,11103,2112,72,344,9113,460,1764,2996,63,766,812,455,1297,180,3,222,318,72,407
2009-2013,"B11003_15_female_householder,_no_husband_present",41913,3498,7828,8633,40406,62628,5765,493,1761,35527,1946,9293,16118,128,5448,4582,1712,5194,787,484,1627,1770,667,2029
2009-2013,B11003_16_with_own_children_under_18_years,20600,1870,4164,4543,21967,32292,2889,244,1049,18488,1031,5178,9103,43,3198,2753,987,2816,319,331,1069,1083,361,1147
2009-2013,B11003_17_under_6_years_only,3816,252,625,903,3427,5859,700,72,210,3510,135,962,1646,21,570,438,165,762,21,125,395,247,111,210
2009-2013,B11003_18_under_6_years_and_6_to_17_years,4194,254,535,748,2968,5420,366,25,130,2999,254,659,2348,10,636,544,135,421,39,0,79,233,54,167
2009-2013,B11003_19_6_to_17_years_only,12590,1364,3004,2892,15572,21013,1823,147,709,11979,642,3557,5109,12,1992,1771,687,1633,259,206,595,603,196,770
2009-2013,B11003_20_no_own_children_under_18_years,21313,1628,3664,4090,18439,30336,2876,249,712,17039,915,4115,7015,85,2250,1829,725,2378,468,153,558,687,306,882
2009-2013,B25075_1_total,111070,25158,40672,65037,242592,189759,42654,4447,11711,269167,18530,83100,95506,2553,32318,32435,10436,28337,5812,2981,3721,7865,2825,14943
2009-2013,"B25075_2_less_than_$10,000",571,106,476,434,1109,1542,106,2,133,1162,199,427,494,0,399,251,203,203,0,0,12,44,45,117
2009-2013,"B25075_3_$10,000_to_$14,999",55,10,34,88,103,379,20,0,70,304,46,45,240,0,197,97,17,0,0,0,0,129,0,208
2009-2013,"B25075_4_$15,000_to_$19,999",39,15,68,123,246,579,0,6,0,245,61,95,298,0,120,210,120,23,62,0,0,34,20,67
2009-2013,"B25075_5_$20,000_to_$24,999",222,41,106,167,202,611,68,34,35,259,57,118,196,0,82,165,102,58,0,0,0,14,0,90
2009-2013,"B25075_6_$25,000_to_$29,999",160,47,179,109,225,802,46,15,27,270,34,26,208,0,106,95,0,20,0,0,0,9,0,51
2009-2013,"B25075_7_$30,000_to_$34,999",256,37,52,113,320,595,49,0,0,333,87,115,184,0,139,103,21,15,11,0,0,27,0,70
2009-2013,"B25075_8_$35,000_to_$39,999",131,12,55,101,236,463,29,43,38,145,23,23,88,9,56,23,11,10,0,0,17,0,0,88
2009-2013,"B25075_9_$40,000_to_$49,999",280,18,8,79,356,449,69,7,42,419,13,99,212,0,44,64,49,14,53,0,0,30,9,131
2009-2013,"B25075_10_$50,000_to_$59,999",259,21,49,64,326,503,59,8,35,652,18,154,221,13,170,29,22,50,0,0,0,0,13,78
2009-2013,"B25075_11_$60,000_to_$69,999",230,30,36,124,570,666,110,30,38,419,21,53,199,0,74,114,106,0,0,0,11,68,32,193
2009-2013,"B25075_12_$70,000_to_$79,999",239,13,130,154,347,976,81,17,65,596,81,84,126,24,210,89,19,99,0,13,73,48,19,210
2009-2013,"B25075_13_$80,000_to_$89,999",341,46,49,183,450,1267,52,2,36,664,95,226,417,22,389,75,237,30,8,0,0,57,0,344
2009-2013,"B25075_14_$90,000_to_$99,999",465,33,78,334,653,1119,29,43,158,668,87,219,444,12,283,128,160,97,0,0,81,150,103,423
2009-2013,"B25075_15_$100,000_to_$124,999",1424,108,617,1515,2842,5270,283,70,404,2620,221,675,1999,45,947,544,548,425,36,15,95,331,250,921
2009-2013,"B25075_16_$125,000_to_$149,999",906,207,763,1569,2799,5984,276,97,792,2548,360,972,2867,39,1438,623,620,318,80,25,110,386,157,1077
2009-2013,"B25075_17_$150,000_to_$174,999",2020,533,2251,3288,5546,12978,343,207,1254,3840,833,1542,4855,174,3076,1753,1424,730,79,8,169,880,477,1643
2009-2013,"B25075_18_$175,000_to_$199,999",2586,671,1877,4037,5659,13085,475,138,844,4112,624,1536,4264,61,3177,1682,841,793,99,60,167,621,166,1165
2009-2013,"B25075_19_$200,000_to_$249,999",8850,3156,6911,9157,15288,34199,1419,489,1863,13578,1784,4535,13509,219,5348,4530,1890,2313,194,58,524,1226,458,2071
2009-2013,"B25075_20_$250,000_to_$299,999",9196,3700,6885,9752,20391,33878,2362,534,1749,18154,2310,6921,12132,288,4778,5722,1313,2088,192,31,439,1032,294,2173
2009-2013,"B25075_21_$300,000_to_$399,999",20834,6621,11110,16200,46119,43063,5672,1134,2484,48305,4568,18431,22474,391,6712,9098,1441,4021,1222,323,1137,1790,467,2258
2009-2013,"B25075_22_$400,000_to_$499,999",14306,4477,4917,9835,37801,18138,5068,659,805,46092,2695,13934,16647,297,2047,3643,662,3730,1535,343,484,675,306,786
2009-2013,"B25075_23_$500,000_to_$749,999",21887,4153,3144,6252,56322,10300,13921,636,596,79539,2602,24533,11073,492,1921,2518,364,7512,1643,955,235,220,9,463
2009-2013,"B25075_24_$750,000_to_$999,999",13701,756,544,880,24836,1537,7869,101,100,27088,842,5851,1768,230,393,607,79,3707,388,830,90,28,0,139
2009-2013,"B25075_25_$1,000,000_or_more",12112,347,333,479,19846,1376,4248,175,143,17155,869,2486,591,237,212,272,187,2081,210,320,77,66,0,177
2009-2013,B03002_1_total,619371,89332,148957,236668,989474,873481,214861,14191,47330,1101071,66015,326477,416668,7448,124319,131885,37836,143684,23027,12731,25931,39317,15125,54131
2009-2013,B03002_2_not_hispanic_or_latino,559892,86674,142142,218697,816339,739289,182052,13677,43161,927539,61671,285194,330354,7208,114582,119140,36457,120142,19322,11541,23119,26787,10061,51463
2009-2013,B03002_3_white_alone,217331,71075,70614,182636,478667,128975,136630,12464,33941,593420,53883,200673,199094,6660,89166,88454,33488,76278,14005,9307,15600,18248,6244,45798
2009-2013,B03002_4_black_or_african_american_alone,305877,11997,61051,19979,166210,553244,17783,753,6803,98414,5080,22904,81305,332,19235,22153,1541,30356,1113,678,5979,5354,1983,3452
2009-2013,B03002_5_american_indian_and_alaska_native_alone,1426,129,1089,603,1655,2031,549,73,89,1958,34,591,1014,3,293,601,90,393,50,0,88,28,16,47
2009-2013,B03002_6_asian_alone,21621,1032,4707,9604,138468,36266,20396,125,755,195505,854,49058,31613,8,3019,3481,366,8603,3411,1058,650,1726,1075,831
2009-2013,B03002_7_native_hawaiian_and_other_pacific_islander_alone,233,0,223,140,195,269,122,0,76,797,19,164,339,0,188,106,13,54,46,0,3,0,0,0
2009-2013,B03002_8_some_other_race_alone,1283,36,112,770,2797,1989,1080,0,110,3541,100,867,1681,0,187,230,14,262,7,22,40,165,6,23
2009-2013,B03002_9_two_or_more_races,12121,2405,4346,4965,28347,16515,5492,262,1387,33904,1701,10937,15308,205,2494,4115,945,4196,690,476,759,1266,737,1312
2009-2013,B03002_10_two_races_including_some_other_race,907,8,84,170,1715,1116,407,32,16,1558,4,718,437,37,14,178,12,187,68,0,20,40,24,18
2009-2013,"B03002_11_two_races_excluding_some_other_race,_and_three_or_more_races",11214,2397,4262,4795,26632,15399,5085,230,1371,32346,1697,10219,14871,168,2480,3937,933,4009,622,476,739,1226,713,1294
2009-2013,B03002_12_hispanic_or_latino,59479,2658,6815,17971,173135,134192,32809,514,4169,173532,4344,41283,86314,240,9737,12745,1379,23542,3705,1190,2812,12530,5064,2668
2009-2013,B03002_13_white_alone,30810,1702,4280,11974,82263,56955,16479,396,2406,105543,3876,26211,56568,200,3944,4808,1074,15763,2223,497,1293,10855,4031,1955
2009-2013,B03002_14_black_or_african_american_alone,4653,119,609,424,4107,7409,183,0,268,3118,8,917,3370,6,321,492,13,935,41,0,116,214,42,38
2009-2013,B03002_15_american_indian_and_alaska_native_alone,564,0,51,357,1772,939,642,0,7,2479,0,122,391,0,51,93,0,116,70,0,22,0,38,0
2009-2013,B03002_16_asian_alone,224,76,18,10,848,280,105,6,0,1129,25,97,191,0,31,30,0,124,18,44,0,0,0,0
2009-2013,B03002_17_native_hawaiian_and_other_pacific_islander_alone,0,0,29,0,86,65,46,0,0,56,0,21,0,0,37,26,0,0,0,0,0,0,0,0
2009-2013,B03002_18_some_other_race_alone,20882,681,1099,3618,72908,63766,13401,101,1079,49563,310,11385,21923,34,5039,6657,185,5223,1117,460,1275,982,523,506
2009-2013,B03002_19_two_or_more_races,2346,80,729,1588,11151,4778,1953,11,409,11644,125,2530,3871,0,314,639,107,1381,236,189,106,479,430,169
2009-2013,B03002_20_two_races_including_some_other_race,1067,47,309,550,5618,2496,1288,0,259,6148,81,1144,1809,0,200,500,7,935,89,34,33,300,309,131
2009-2013,"B03002_21_two_races_excluding_some_other_race,_and_three_or_more_races",1279,33,420,1038,5533,2282,665,11,150,5496,44,1386,2062,0,114,139,100,446,147,155,73,179,121,38
2009-2013,B25063_1_total,152579,5765,10575,21300,117971,113682,51800,1133,4328,120741,4600,23897,36936,708,9391,9743,3951,37032,2680,2039,6058,4207,1610,4946
2009-2013,B25063_2_with_cash_rent,148713,5316,10174,20193,114389,110663,51103,965,3979,117864,4061,22922,36178,638,8849,9322,3683,36196,2655,1872,5919,4139,1558,4442
2009-2013,B25063_3_less_than_$100,1090,8,63,15,206,136,94,0,6,206,0,27,0,0,8,0,0,76,7,0,0,0,0,0
2009-2013,B25063_4_$100_to_$149,1231,0,72,68,486,239,111,0,0,157,45,8,20,0,0,0,20,101,0,0,29,12,0,34
2009-2013,B25063_5_$150_to_$199,2199,94,173,149,812,479,190,0,0,398,0,42,55,0,39,0,37,231,0,43,33,0,0,54
2009-2013,B25063_6_$200_to_$249,3335,35,170,190,1206,776,347,0,92,871,35,155,115,0,99,51,76,235,29,26,104,0,0,177
2009-2013,B25063_7_$250_to_$299,2418,0,91,195,556,578,212,0,42,344,63,65,232,0,63,58,24,162,0,0,116,0,0,53
2009-2013,B25063_8_$300_to_$349,2203,4,29,252,316,458,284,0,33,476,0,61,65,0,34,61,18,175,13,29,161,0,35,48
2009-2013,B25063_9_$350_to_$399,1629,16,106,190,392,329,46,0,16,218,21,59,59,0,22,46,37,157,25,0,15,0,60,4
2009-2013,B25063_10_$400_to_$449,1737,0,47,66,338,520,153,29,15,494,21,25,102,0,193,0,56,155,0,38,44,48,22,121
2009-2013,B25063_11_$450_to_$499,1222,94,109,65,374,424,40,31,59,388,36,20,79,0,42,12,100,94,12,0,57,0,0,52
2009-2013,B25063_12_$500_to_$549,2072,0,89,148,457,526,181,22,96,520,20,122,148,18,102,0,133,58,0,0,69,29,0,81
2009-2013,B25063_13_$550_to_$599,2090,57,115,278,378,611,295,12,78,495,153,60,95,12,128,53,67,116,0,6,57,0,0,191
2009-2013,B25063_14_$600_to_$649,2078,82,175,340,846,592,106,17,78,607,122,114,135,14,143,59,186,245,0,0,94,47,5,152
2009-2013,B25063_15_$650_to_$699,2251,93,119,246,476,600,137,18,135,659,97,52,183,0,157,76,184,122,33,0,87,0,43,258
2009-2013,B25063_16_$700_to_$749,3266,78,183,473,761,843,193,13,249,660,73,192,241,78,134,27,119,247,26,0,127,68,0,260
2009-2013,B25063_17_$750_to_$799,3608,80,224,462,922,1273,259,26,178,622,136,135,116,44,52,164,170,305,74,0,151,129,0,326
2009-2013,B25063_18_$800_to_$899,9637,266,257,1309,2126,4803,653,208,358,1648,205,494,870,67,287,312,375,703,15,9,470,131,9,416
2009-2013,B25063_19_$900_to_$999,10971,319,426,1765,3168,9640,1367,83,476,2262,390,670,1852,130,512,432,400,1339,61,22,969,190,6,424
2009-2013,"B25063_20_$1,000_to_$1,249",22023,833,1133,3996,14826,33755,6131,273,942,10335,1115,2811,6459,162,2152,1808,781,5756,337,336,2109,1045,185,803
2009-2013,"B25063_21_$1,250_to_$1,499",19078,742,1765,4123,23775,23499,7843,64,616,22701,559,4255,7991,55,1838,2105,392,7804,363,349,560,1194,472,473
2009-2013,"B25063_22_$1,500_to_$1,999",26596,1599,3178,4273,35299,19460,14818,137,432,39660,638,6794,10373,47,1889,2559,388,11317,1000,445,470,777,530,269
2009-2013,"B25063_23_$2,000_or_more",27979,916,1650,1590,26669,11122,17643,32,78,34143,332,6761,6988,11,955,1499,120,6798,660,569,197,469,191,246
2009-2013,B25063_24_no_cash_rent,3866,449,401,1107,3582,3019,697,168,349,2877,539,975,758,70,542,421,268,836,25,167,139,68,52,504
